Consumer,764,100
Producer,374,200
Consumer,190,200
Producer,326,200
Consumer,184,106401200
Consumer,433,106321100
Producer,41,100
Producer,179,100
Producer,171,100
Producer,303,106628200
Consumer,688,106549100
Producer,786,195600
Consumer,401,144700
Consumer,127,200
Producer,673,106755100
Consumer,861,143200
Producer,541,177100
Producer,146,200
Consumer,211,159900
Consumer,62,200
Consumer,400,100
Consumer,54,100
Producer,878,106746000
Consumer,583,181100
Producer,58,1100
Consumer,339,700
Consumer,85,300
Producer,361,300
Producer,195,100
Producer,224,200
Consumer,561,200
Producer,524,300
Producer,201,200
Consumer,277,100
Consumer,593,300
Producer,566,226400
Consumer,202,207700
Consumer,17,157100
Consumer,289,144900
Producer,802,132300
Consumer,837,113551100
Producer,434,247900
Producer,130,200
Consumer,145,89000
Producer,399,199700
Consumer,850,181200
Producer,567,156400
Consumer,143,43800
Producer,188,255500
Producer,190,100
Consumer,817,146400
Producer,871,107100
Consumer,694,36100
Producer,555,374500
Consumer,766,280500
Producer,478,382500
Producer,358,0
Consumer,833,31100
Consumer,23,1100
Producer,293,500
Producer,257,100
Producer,368,100
Consumer,881,200
Consumer,37,300
Producer,426,200
Producer,550,200
Consumer,211,100
Consumer,587,100
Producer,90,113660800
Consumer,272,100
Producer,447,300
Producer,68,100
Consumer,509,113768100
Producer,810,300
Consumer,99,315300
Consumer,155,200
Consumer,35,100
Producer,36,199200
Producer,174,200
Producer,11,100
Producer,217,100
Consumer,939,252500
Producer,911,162100
Consumer,116,113738300
Consumer,732,200
Producer,746,144500
Consumer,345,228000
Consumer,220,200
Producer,587,122300
Consumer,578,114232500
Producer,577,335200
Consumer,667,144200
Producer,407,125000
Producer,57,114900
Consumer,631,444400
Producer,861,282200
Consumer,160,170800
Consumer,607,100
Producer,296,265600
Producer,355,128300
Consumer,589,338200
Producer,450,119200
Consumer,431,200
Consumer,2,0
Producer,260,800
Producer,267,100
Consumer,173,0
Producer,26,300
Consumer,349,0
Producer,150,0
Producer,87,100
Producer,521,100
Consumer,770,100
Consumer,45,0
Producer,436,100
Producer,275,106127300
Producer,3,300
Consumer,808,100
Producer,341,170600
Producer,523,161800
Consumer,719,197700
Producer,432,168300
Consumer,640,89700
Producer,789,79400
Consumer,784,104600
Producer,633,204600
Consumer,632,292300
Consumer,25,0
Producer,809,106838000
Producer,71,100
Consumer,873,301400
Producer,356,164400
Producer,61,200
Producer,16,100
Producer,370,123500
Consumer,327,287600
Consumer,290,102600
Producer,344,116200
Consumer,455,91100
Producer,44,300
Producer,819,0
Consumer,662,0
Consumer,39,100
Producer,698,100
Producer,14,0
Consumer,138,185000
Consumer,480,0
Producer,317,100
Producer,32,0
Producer,189,0
Consumer,213,0
Consumer,413,100
Producer,605,100
Consumer,777,0
Producer,555,0
Producer,187,100
Consumer,428,293300
Consumer,2,0
Consumer,325,249100
Consumer,12,100
Producer,517,168500
Producer,246,165400
Consumer,560,154600
Consumer,206,0
Producer,735,157200
Consumer,289,154700
Consumer,450,132100
Producer,868,162600
Consumer,790,136000
Producer,408,150500
Producer,231,133800
Consumer,59,111000
Consumer,667,100
Producer,511,114400
Producer,8,0
Consumer,58,118700
Consumer,196,102200
Producer,266,117700
Producer,94,0
Consumer,359,84200
Producer,565,246400
Producer,97,0
Consumer,686,64300
Producer,371,49000
Consumer,50,100
Consumer,265,14900
Producer,623,0
Consumer,474,100
Consumer,186,0
Consumer,228,0
Consumer,7,100
Producer,316,114618500
Producer,89,100
Consumer,446,0
Consumer,19,0
Producer,975,109600
Consumer,702,216300
Consumer,40,100
Producer,350,67000
Producer,268,107700
Producer,101,69000
Consumer,949,154900
Consumer,5,0
Producer,714,118800
Consumer,220,121000
Consumer,284,126700
Consumer,135,0
Producer,574,87900
Consumer,162,122800
Consumer,284,0
Consumer,206,100
Producer,736,114903100
Producer,154,213000
Consumer,588,304500
Consumer,4,100
Consumer,107,0
Producer,282,94600
Producer,439,0
Consumer,859,114824600
Producer,889,133500
Consumer,494,151700
Producer,519,138400
Consumer,698,135900
Producer,555,75800
Consumer,647,131300
Producer,244,80100
Producer,487,296600
Consumer,561,249200
Producer,642,87700
Consumer,554,97200
Consumer,64,0
Consumer,154,100
Producer,407,179400
Producer,239,0
Consumer,189,98300
Consumer,586,0
Producer,677,177800
Consumer,128,100
Consumer,414,0
Consumer,30,100
Producer,83,0
Producer,576,0
Consumer,542,100
Consumer,287,0
Producer,806,115095600
Consumer,384,100
Consumer,262,0
Producer,788,100
Consumer,480,115081600
Producer,501,107100
Consumer,279,91800
Consumer,618,69400
Producer,215,90000
Producer,633,100
Consumer,508,100
Consumer,91,0
Producer,366,0
Consumer,431,0
Consumer,44,115146100
Consumer,210,100
Producer,512,100
Producer,333,115232800
Consumer,186,115184800
Consumer,100,0
Consumer,165,0
Consumer,93,58000
Producer,145,115270800
Producer,400,115224200
Consumer,379,115278500
Consumer,49,64100
Consumer,132,117500
Consumer,211,0
Producer,824,99600
Consumer,818,74900
Producer,347,54600
Consumer,94,30400
Producer,506,115374400
Consumer,661,34100
Producer,256,35200
Consumer,382,34300
Producer,646,171400
Consumer,485,25100
Producer,82,24500
Producer,245,106609300
Producer,207,0
Consumer,611,0
Consumer,32,0
Producer,383,0
Consumer,22,106738600
Producer,324,106813700
Consumer,534,106914700
Consumer,262,100
Producer,746,106950600
Consumer,456,51900
Producer,438,132900
Consumer,333,120500
Producer,78,200
Producer,151,100
Consumer,444,0
Producer,161,100
Producer,585,0
Consumer,454,100
Consumer,450,105983400
Producer,544,1800
Consumer,42,100
Consumer,281,0
Producer,443,100
Consumer,92,100
Consumer,533,0
Producer,812,106863500
Consumer,832,212783800
Producer,809,106784300
Consumer,389,106792900
Consumer,313,0
Consumer,124,0
Consumer,9,0
Producer,761,273300
Producer,2,0
Consumer,542,128500
Consumer,34,0
Consumer,184,38500
Producer,724,81900
Consumer,728,134200
Producer,845,106888000
Consumer,59,31200
Consumer,643,139400
Producer,767,212833600
Consumer,387,17500
Consumer,325,100
Consumer,40,106401900
Producer,649,100
Consumer,511,0
Consumer,259,100
Producer,387,106610500
Consumer,222,59400
Producer,530,100
Producer,30,0
Consumer,794,106631500
Producer,937,104400
Consumer,403,99300
Consumer,532,126000
Producer,967,85500
Consumer,630,101600
Producer,314,98100
Consumer,349,135100
Producer,374,81700
Producer,71,118700
Consumer,306,86500
Producer,100,89100
Consumer,132,252000
Consumer,246,100
Producer,456,48200
Consumer,189,150600
Consumer,406,0
Producer,828,258200
Consumer,514,138200
Producer,374,100
Consumer,389,0
Producer,655,46200
Consumer,347,0
Consumer,579,0
Producer,860,30700
Consumer,160,33400
Consumer,729,0
Producer,958,108800
Consumer,221,0
Consumer,511,0
Consumer,255,0
Producer,732,112900
Producer,18,48900
Consumer,591,107317900
Consumer,35,100
Producer,827,107261400
Producer,17,100
Producer,17,100
Consumer,911,43400
Producer,16,105100
Producer,280,50200
Consumer,256,106184100
Producer,489,100
Producer,125,100
Producer,70,100
Producer,167,0
Consumer,486,74100
Consumer,352,0
Producer,540,0
Producer,152,100
Producer,32,106268200
Consumer,358,67400
Producer,329,0
Consumer,646,135600
Producer,752,83100
Consumer,845,51800
Producer,753,93800
Consumer,191,65400
Producer,312,99900
Consumer,853,106505600
Producer,281,103200
Producer,555,100
Producer,33,0
Consumer,825,213648000
Producer,424,106445100
Producer,393,0
Consumer,419,28900
Consumer,541,67400
Producer,890,132600
Consumer,567,142100
Producer,263,111100
Consumer,400,45500
Producer,632,100
Consumer,106,0
Consumer,542,100
Producer,4,100
Producer,147,0
Producer,665,100
Consumer,231,106666300
Consumer,580,0
Producer,615,100
Consumer,547,106686700
Consumer,207,106881700
Producer,592,106739100
Consumer,265,106763900
Producer,473,146500
Consumer,211,196600
Producer,24,99100
Producer,155,0
Producer,129,0
Consumer,459,106699300
Consumer,374,137200
Consumer,102,0
Producer,760,103000
Consumer,329,140800
Consumer,341,100
Producer,617,0
Consumer,404,100
Consumer,232,100
Producer,226,0
Producer,351,0
Consumer,213,100
Consumer,62,0
Producer,572,114482600
Consumer,875,221216700
Producer,435,221226200
Producer,65,100
Consumer,17,124400
Producer,384,114494000
Consumer,933,114503600
Producer,788,100
Producer,166,0
Consumer,452,195400
Consumer,28,100
Consumer,242,0
Consumer,158,0
Producer,840,209800
Consumer,107,65100
Producer,98,101500
Consumer,573,114700
Consumer,147,0
Producer,525,88800
Producer,179,100
Consumer,322,54600
Producer,121,0
Consumer,429,100
Producer,732,0
Consumer,952,106707200
Producer,627,0
Consumer,444,100
Producer,437,0
Consumer,575,106752000
Consumer,60,100
Producer,235,100
Producer,482,100
Producer,120,0
Consumer,849,106714800
Producer,327,102800
Producer,540,0
Consumer,552,134400
Consumer,1,100
Consumer,43,100
Consumer,212,114000
Producer,915,106625600
Consumer,73,106542200
Consumer,23,0
Consumer,853,100
Producer,713,90100
Producer,23,100
Consumer,779,120400
Producer,225,73400
Producer,552,0
Consumer,407,104200
Consumer,162,100
Producer,377,0
Producer,251,100
Consumer,50,0
Consumer,166,0
Producer,226,0
Consumer,513,106641400
Producer,439,106591500
Consumer,503,106636400
Producer,545,106753600
Producer,28,100
Consumer,461,100
Consumer,114,0
Producer,23,100
Producer,331,100
Consumer,210,0
Producer,429,114608700
Consumer,471,100
Producer,368,114556800
Producer,222,0
Consumer,935,328043900
Producer,861,233900
Consumer,806,100
Producer,91,0
Producer,106,0
Producer,422,100
Producer,131,0
Producer,117,0
Consumer,517,0
Producer,288,0
Producer,6,0
Consumer,458,327975400
Producer,576,0
Consumer,806,106638900
Producer,946,221286200
Consumer,475,106791300
Producer,335,106647000
Consumer,359,188500
Consumer,452,106663600
Producer,603,167400
Consumer,620,39000
Producer,291,149400
Producer,469,40100
Consumer,619,103600
Producer,400,106823500
Producer,375,0
Consumer,216,35700
Consumer,621,111700
Producer,799,148100
Consumer,767,25100
Producer,594,118500
Consumer,686,106767600
Producer,287,0
Producer,134,100
Producer,288,100
Producer,157,0
Consumer,462,73300
Producer,146,100
Consumer,123,106980500
Consumer,227,0
Producer,420,100
Producer,332,0
Consumer,745,157400
Producer,743,154000
Consumer,99,102100
Consumer,758,107252100
Producer,677,107376500
Producer,128,53800
Consumer,579,207400
Producer,502,152400
Consumer,229,65300
Producer,277,84400
Consumer,816,143900
Producer,759,167500
Consumer,493,138400
Consumer,181,100
Producer,750,39400
Consumer,573,287700
Consumer,106,100
Consumer,129,100
Producer,562,0
Consumer,620,0
Producer,679,106816400
Consumer,52,142500
Producer,231,106814000
Consumer,508,0
Producer,577,52900
Consumer,707,106894200
Producer,42,64900
Consumer,251,215100
Producer,602,107100
Consumer,568,153700
Producer,410,115600
Producer,431,100
Consumer,744,260600
Producer,579,107153000
Consumer,543,107051000
Consumer,98,0
Producer,705,107108900
Consumer,548,122400
Consumer,45,100
Producer,696,249800
Consumer,537,107045300
Producer,156,0
Consumer,381,115400800
Producer,800,0
Consumer,466,0
Consumer,510,0
Producer,390,115397100
Producer,200,65300
Consumer,253,100
Consumer,55,0
Producer,641,127600
Consumer,235,400
Consumer,466,100
Producer,356,100
Consumer,328,100
Consumer,234,0
Producer,958,0
Consumer,880,0
Producer,420,222307500
Producer,459,100
Consumer,535,106894900
Consumer,98,0
Producer,651,106927900
Consumer,382,158200
Producer,283,100
Consumer,126,100
Consumer,184,0
Producer,175,0
Producer,195,0
Consumer,501,106631400
Consumer,355,0
Consumer,32,0
Producer,449,106656300
Producer,230,0
Producer,114,0
Consumer,660,100
Producer,83,106646600
Producer,280,100
Producer,30,0
Consumer,376,213545400
Consumer,83,106674400
Consumer,103,100
Producer,787,106658800
Consumer,267,106707500
Consumer,66,0
Consumer,54,135700
Producer,137,204100
Consumer,419,196300
Consumer,103,100
Producer,748,213778200
Consumer,33,69600
Consumer,718,175700
Producer,740,106950500
Consumer,626,33000
Producer,556,334000
Consumer,344,100
Consumer,305,100
Consumer,54,100
Producer,166,0
Producer,462,100
Consumer,389,106299800
Producer,80,100
Consumer,11,100
Consumer,174,100
Producer,733,100
Consumer,431,257300
Producer,298,296500
Consumer,577,203100
Producer,758,290700
Consumer,477,193900
Producer,386,253400
Consumer,544,286400
Consumer,245,100
Producer,635,262700
Consumer,627,121000
Producer,855,106684800
Consumer,372,48400
Producer,258,100
Consumer,586,100
Producer,406,106027900
Consumer,182,0
Consumer,54,0
Producer,15,100
Consumer,63,0
Producer,329,0
Producer,304,100
Consumer,824,0
Producer,790,95300
Producer,20,100
Consumer,914,106916400
Producer,652,106923600
Consumer,640,107142100
Producer,101,44200
Producer,771,107157700
Consumer,445,70200
Consumer,389,125800
Producer,317,33600
Consumer,290,28600
Producer,708,123200
Producer,96,28600
Consumer,461,217100
Consumer,229,100
Producer,163,136000
Producer,55,100
Producer,510,115600
Consumer,47,121400
Consumer,686,100
Consumer,91,103000
Producer,294,137000
Producer,183,0
Consumer,378,100
Producer,270,100
Consumer,269,100
Producer,348,0
Producer,361,100
Consumer,440,106627200
Producer,307,0
Consumer,714,106742100
Producer,715,213764000
Consumer,552,106636400
Consumer,173,0
Consumer,45,100
Consumer,15,0
Producer,922,159900
Consumer,711,126600
Producer,718,143500
Consumer,412,72400
Consumer,289,133200
Producer,392,104900
Producer,31,100
Consumer,331,134800
Producer,328,92200
Consumer,220,2200
Producer,120,100
Producer,116,0
Consumer,546,105704500
Producer,418,100
Consumer,448,100
Producer,771,0
Producer,116,0
Consumer,564,0
Producer,214,59900
Consumer,428,0
Producer,483,117900
Producer,138,100
Consumer,780,197500
Producer,794,145500
Consumer,587,105955600
Producer,586,159900
Consumer,678,101100
Producer,314,172700
Consumer,105,100
Consumer,171,0
Producer,624,106462500
Producer,102,100
Consumer,646,0
Producer,429,16800
Consumer,75,100
Consumer,208,0
Consumer,324,0
Producer,837,212293400
Consumer,666,106482200
Consumer,163,0
Producer,525,98800
Producer,330,108900
Consumer,816,245500
Consumer,19,100
Producer,409,106604400
Producer,155,0
Consumer,444,92500
Consumer,148,0
Producer,200,74100
Producer,349,100
Consumer,483,212356700
Consumer,48,100
Producer,423,100
Producer,166,100
Producer,175,0
Producer,50,0
Consumer,758,100
Producer,4,0
Producer,542,0
Producer,230,100
Consumer,639,107178800
Consumer,223,100
Producer,573,100
Producer,314,0
Consumer,487,107151900
Consumer,57,100
Consumer,285,100
Producer,455,143400
Consumer,507,81500
Producer,543,107228300
Consumer,308,59500
Producer,306,121200
Consumer,260,91500
Consumer,58,100
Consumer,290,0
Producer,266,117000
Producer,529,0
Producer,18,0
Consumer,815,107271800
Producer,887,102900
Consumer,197,61200
Consumer,178,291300
Consumer,203,100
Producer,485,102400
Consumer,51,45300
Consumer,437,100
Producer,189,0
Consumer,96,0
Producer,102,100
Producer,189,100
Consumer,255,106868100
Producer,188,0
Consumer,51,106859800
Consumer,551,0
Producer,889,106934300
Consumer,756,426457800
Producer,4,100
Producer,45,0
Producer,652,100
Consumer,858,130700
Producer,955,93300
Consumer,933,132000
Producer,816,106928200
Consumer,509,110400
Producer,580,100
Consumer,62,100
Consumer,791,100
Producer,297,0
Producer,246,100
Producer,61,106910400
Consumer,363,100
Consumer,104,0
Producer,286,0
Producer,422,0
Producer,26,100
Consumer,894,213824200
Consumer,37,0
Producer,580,164700
Producer,93,100
Consumer,240,143700
Consumer,133,100
Producer,614,100
Consumer,704,0
Producer,686,100
Consumer,847,100
Producer,640,0
Consumer,203,0
Producer,434,321562700
Consumer,354,107768500
Consumer,249,107769100
Consumer,97,0
Producer,237,75800
Producer,367,69800
Producer,108,100
Consumer,506,94600
Consumer,408,100
Producer,84,82700
Producer,639,89600
Consumer,286,0
Consumer,266,100
Consumer,46,0
Consumer,99,0
Producer,344,300
Producer,531,0
Consumer,664,0
Consumer,83,0
Producer,717,114068000
Consumer,807,114093800
Producer,503,0
Producer,175,0
Producer,196,91300
Consumer,569,135600
Producer,502,46400
Consumer,423,137700
Consumer,123,0
Producer,483,120900
Consumer,804,129900
Producer,897,221974700
Consumer,713,139600
Consumer,206,100
Producer,86,100
Producer,135,0
Producer,518,0
Producer,77,0
Consumer,673,0
Producer,770,100
Consumer,641,0
Consumer,75,0
Consumer,154,0
Producer,171,0
Producer,453,0
Producer,100,0
Producer,159,0
Consumer,657,106896600
Consumer,289,0
Producer,830,220947600
Consumer,567,106979000
Consumer,15,0
Consumer,240,100
Producer,652,106920800
Producer,135,0
Consumer,463,106846400
Producer,144,106889200
Producer,429,368900
Consumer,522,112100
Consumer,245,100
Consumer,65,0
Producer,289,106990900
Producer,142,0
Producer,366,100
Consumer,661,106961900
Consumer,48,0
Consumer,57,100
Producer,571,328932700
Producer,69,0
Consumer,424,106971100
Consumer,55,100
Producer,660,376100
Consumer,647,354200
Consumer,45,0
Producer,128,312800
Producer,597,106800
Consumer,911,126000
Producer,119,100
Producer,226,0
Producer,80,100
Producer,420,0
Consumer,674,100
Producer,648,0
Consumer,380,100
Producer,410,100
Consumer,360,103726600
Consumer,538,0
Producer,937,103931100
Consumer,523,103727900
Consumer,135,100
Producer,660,210746000
Consumer,773,969800
Consumer,10,0
Producer,803,359000
Consumer,628,319900
Producer,581,182600
Producer,14,0
Consumer,687,146600
Producer,438,219400
Producer,57,100
Consumer,303,104062900
Consumer,241,0
Producer,318,130700
Consumer,396,210881100
Producer,132,126200
Producer,356,0
Consumer,507,103901900
Producer,523,1078100
Consumer,288,129400
Producer,542,142500
Consumer,382,254000
Consumer,224,0
Producer,695,652200
Consumer,835,100
Consumer,53,100
Producer,116,0
Producer,568,0
Producer,230,0
Consumer,702,100
Consumer,179,100
Consumer,101,0
Producer,894,100
Consumer,3,100
Consumer,387,0
Consumer,389,0
Producer,800,101974800
Consumer,461,101649400
Consumer,313,100
Producer,825,101654800
Consumer,942,205707500
Producer,645,101645800
Consumer,118,0
Consumer,81,0
Consumer,329,0
Consumer,128,0
Producer,302,116200
Producer,266,0
Consumer,505,128100
Producer,619,101733200
Producer,199,100
Consumer,786,130500
Producer,772,64900
Consumer,426,122800
Consumer,464,100
Producer,589,101712100
Consumer,347,117900
Producer,575,149500
Consumer,435,111700
Consumer,314,0
Producer,749,155700
Consumer,712,107400
Producer,386,84900
Producer,356,92400
Consumer,782,256700
Producer,535,101832000
Consumer,447,100
Producer,799,0
Consumer,366,0
Consumer,144,0
Consumer,7,0
Producer,113,0
Producer,127,0
Consumer,341,0
Consumer,178,0
Producer,115,100
Producer,516,100
Producer,119,0
Consumer,671,100
Producer,674,105996700
Producer,30,0
Consumer,149,0
Consumer,217,0
Consumer,315,0
Consumer,218,0
Producer,604,105929100
Consumer,551,73900
Producer,786,110500
Consumer,435,106091500
Consumer,133,100
Producer,663,48700
Consumer,451,24200
Consumer,513,96000
Producer,618,86600
Producer,261,51800
Consumer,319,127600
Consumer,241,100
Producer,530,106645000
Producer,92,0
Consumer,176,0
Consumer,423,100
Producer,612,96900
Consumer,842,106925700
Producer,552,106970900
Producer,116,0
Producer,66,0
Consumer,404,106857600
Producer,422,106792800
Consumer,60,106808700
Consumer,718,100
Consumer,28,0
Consumer,61,0
Producer,604,184300
Producer,22,100
Consumer,317,48000
Producer,326,169300
Consumer,512,58700
Producer,572,158900
Producer,86,100
Consumer,789,135700
Producer,440,107050900
Producer,380,0
Consumer,124,60600
Consumer,375,87500
Consumer,85,100
Consumer,178,0
Producer,609,107012500
Consumer,460,65400
Producer,197,122000
Producer,506,100
Consumer,702,82700
Producer,652,258000
Consumer,329,55400
Producer,58,0
Producer,40,0
Consumer,450,100
Producer,60,100
Producer,306,100
Producer,283,100
Producer,100,100
Consumer,685,107581800
Producer,639,107611800
Producer,98,0
Consumer,204,100
Consumer,204,0
Consumer,458,107851300
Producer,782,100
Consumer,294,108600
Consumer,391,100
Producer,485,144900
Consumer,476,89600
Producer,672,0
Consumer,514,100
Consumer,196,0
Producer,608,100
Consumer,632,100
Producer,451,100
Producer,119,0
Consumer,133,0
Consumer,334,100
Producer,664,0
Consumer,822,107231600
Producer,244,107263000
Producer,513,100
Producer,31,100
Consumer,451,100
Consumer,259,100
Producer,95,0
Producer,405,100
Consumer,643,100
Consumer,30,200
Producer,751,100
Consumer,523,307200
Consumer,221,0
Producer,528,272700
Consumer,426,146800
Producer,242,114600
Producer,171,110600
Producer,84,0
Consumer,406,114800
Producer,328,127800
Consumer,56,110600
Consumer,471,100
Producer,940,127900
Consumer,220,116900
Consumer,529,0
Producer,641,143600
Consumer,583,272200
Producer,572,86400
Consumer,490,100
Producer,159,100
Producer,367,0
Consumer,805,100
Producer,656,0
Producer,264,107461300
Consumer,63,107471800
Consumer,173,100
Consumer,103,0
Consumer,181,0
Consumer,274,107443200
Producer,768,107475300
Consumer,47,50800
Consumer,774,193000
Producer,143,166400
Producer,659,100
Consumer,872,72900
Producer,384,215012300
Producer,29,100
Producer,484,100
Consumer,228,5900
Consumer,733,214045300
Producer,562,106582500
Consumer,219,0
Producer,109,0
Consumer,395,200
Producer,673,106655600
Consumer,496,106627500
Producer,130,106612400
Producer,51,100
Producer,141,100
Producer,24,0
Consumer,339,106635600
Producer,233,0
Producer,367,100
Consumer,808,0
Producer,645,106793400
Producer,73,100
Consumer,743,321551600
Producer,227,174600
Consumer,116,95500
Producer,509,133000
Consumer,592,164300
Producer,937,143000
Consumer,382,78000
Producer,285,120900
Consumer,867,106699000
Producer,611,120600
Producer,260,0
Consumer,582,106780200
Consumer,229,106675300
Producer,497,130800
Producer,169,0
Consumer,441,213400
Producer,518,100
Producer,83,0
Consumer,41,100
Consumer,856,0
Producer,272,0
Producer,670,100
Consumer,920,100
Producer,32,0
Producer,698,100
Consumer,625,106303900
Producer,645,257800
Producer,223,100
Consumer,466,106294700
Producer,167,0
Producer,291,0
Consumer,768,100
Producer,90,100
Producer,51,0
Producer,128,0
Producer,315,104000
Producer,4,100
Consumer,647,213897800
Producer,227,100
Producer,443,107598400
Consumer,519,107527000
Consumer,217,0
Consumer,94,100
Producer,436,0
Producer,418,0
Consumer,729,67200
Producer,626,208100
Producer,150,0
Consumer,777,113000
Producer,80,81100
Producer,623,136100
Producer,72,100
Consumer,748,85600
Producer,313,177600
Producer,16,500
Producer,222,100
Producer,269,0
Consumer,922,200
Producer,376,0
Producer,248,0
Producer,59,0
Producer,70,0
Producer,163,0
Consumer,812,100
Producer,826,100
Consumer,945,221972800
Producer,941,100
Consumer,593,114437400
Producer,552,197300
Consumer,839,114321900
Consumer,54,162800
Producer,151,112000
Producer,494,234500
Consumer,432,114700
Producer,360,224600
Producer,320,174300
Consumer,721,125900
Producer,182,162900
Consumer,146,109600
Producer,244,161700
Consumer,409,263800
Producer,507,126600
Consumer,21,44300
Producer,330,379200
Consumer,697,252200
Producer,481,363000
Consumer,423,134700
Producer,583,100
Producer,46,0
Consumer,524,100
Producer,129,0
Producer,488,0
Consumer,754,105011900
Producer,635,100
Consumer,501,105029000
Consumer,73,120600
Producer,111,113000
Producer,341,121700
Consumer,650,163700
Producer,469,100
Producer,324,100
Consumer,97,100
Consumer,377,0
Consumer,240,113768800
Producer,731,0
Producer,27,113798600
